name,node_id,zone_id,node_type,ctrl_type,x_coord,y_coord,geometry
,100123,0,,,1534679.163000,1008020.346000,"POINT (1534679.163000 1008020.346000)"
,100124,0,,,1538701.944000,1008906.554000,"POINT (1538701.944000 1008906.554000)"
,100125,0,,,1541280.484000,1009186.036000,"POINT (1541280.484000 1009186.036000)"
,100126,0,,,1534289.407000,1024965.057000,"POINT (1534289.407000 1024965.057000)"
,100127,0,,,1533210.984000,997559.375000,"POINT (1533210.984000 997559.375000)"
,100128,0,,,1542551.912000,1003728.689000,"POINT (1542551.912000 1003728.689000)"
,100129,0,,,1533390.978000,1014377.248000,"POINT (1533390.978000 1014377.248000)"
,100130,0,,,1533498.022000,1019702.567000,"POINT (1533498.022000 1019702.567000)"
,100131,0,,,1533572.191000,1023488.576000,"POINT (1533572.191000 1023488.576000)"
,100132,0,,,1533601.678000,1024992.638000,"POINT (1533601.678000 1024992.638000)"
,100133,0,,,1533578.962000,1027030.119000,"POINT (1533578.962000 1027030.119000)"
,100134,0,,,1533556.305000,1030088.891000,"POINT (1533556.305000 1030088.891000)"
,100135,0,,,1537079.796000,998249.875000,"POINT (1537079.796000 998249.875000)"
,100136,0,,,1538942.935000,1030042.031000,"POINT (1538942.935000 1030042.031000)"
,100137,0,,,1538823.136000,1019605.035000,"POINT (1538823.136000 1019605.035000)"
,100138,0,,,1540474.276000,1019595.307000,"POINT (1540474.276000 1019595.307000)"
,100139,0,,,1541747.079000,1019573.554000,"POINT (1541747.079000 1019573.554000)"
,100140,0,,,1545531.763000,1019512.533000,"POINT (1545531.763000 1019512.533000)"
,100141,0,,,1549476.562000,1029928.475000,"POINT (1549476.562000 1029928.475000)"
,100142,0,,,1537079.796000,998626.313000,"POINT (1537079.796000 998626.313000)"
,100143,0,,,1523997.700000,1004348.689000,"POINT (1523997.700000 1004348.689000)"
,100144,0,,,1525254.520000,1004348.689000,"POINT (1525254.520000 1004348.689000)"
,100145,0,,,1549478.273000,1023504.156000,"POINT (1549478.273000 1023504.156000)"
,100146,0,,,1549393.826000,1019456.985000,"POINT (1549393.826000 1019456.985000)"
,100147,0,,,1554637.805000,1019394.796000,"POINT (1554637.805000 1019394.796000)"
,100148,0,,,1554578.802000,1015243.718000,"POINT (1554578.802000 1015243.718000)"
,100149,0,,,1549276.201000,1012835.413000,"POINT (1549276.201000 1012835.413000)"
,100150,0,,,1545417.663000,1010391.004000,"POINT (1545417.663000 1010391.004000)"
,100151,0,,,1549254.744000,1010232.371000,"POINT (1549254.744000 1010232.371000)"
,100152,0,,,1543857.340000,1009974.247000,"POINT (1543857.340000 1009974.247000)"
,100153,0,,,1554516.860000,1010312.027000,"POINT (1554516.860000 1010312.027000)"
,100154,0,,,1537639.448000,998429.250000,"POINT (1537639.448000 998429.250000)"
,100155,0,,,1549249.116000,1011694.124000,"POINT (1549249.116000 1011694.124000)"
,100156,0,,,1549134.491000,1003668.893000,"POINT (1549134.491000 1003668.893000)"
,100157,0,,,1554381.104000,1001890.772000,"POINT (1554381.104000 1001890.772000)"
,100158,0,,,1554409.075000,1003547.520000,"POINT (1554409.075000 1003547.520000)"
,100159,0,,,1543731.870000,998136.875000,"POINT (1543731.870000 998136.875000)"
,100160,0,,,1549114.283000,1002645.088000,"POINT (1549114.283000 1002645.088000)"
,100161,0,,,1543779.963000,1000516.199000,"POINT (1543779.963000 1000516.199000)"
,100162,0,,,1549029.684000,998358.250000,"POINT (1549029.684000 998358.250000)"
,100163,0,,,1521449.000000,1003813.000000,"POINT (1521449.000000 1003813.000000)"
,100164,0,,,1554312.010000,998234.938000,"POINT (1554312.010000 998234.938000)"
,100165,0,,,1521206.675000,1002548.858000,"POINT (1521206.675000 1002548.858000)"
,100166,0,,,1538746.257000,1011710.929000,"POINT (1538746.257000 1011710.929000)"
,100167,0,,,1493756.119000,1019799.658000,"POINT (1493756.119000 1019799.658000)"
,100168,0,,,1518306.558000,1005223.974000,"POINT (1518306.558000 1005223.974000)"
,100169,0,,,1518773.852000,1005977.319000,"POINT (1518773.852000 1005977.319000)"
,100170,0,,,1518072.322000,1006531.910000,"POINT (1518072.322000 1006531.910000)"
,100171,0,,,1517409.774000,1006879.527000,"POINT (1517409.774000 1006879.527000)"
,100172,0,,,1523242.797000,1006199.040000,"POINT (1523242.797000 1006199.040000)"
,100173,0,,,1516586.878000,1007095.202000,"POINT (1516586.878000 1007095.202000)"
,100174,0,,,1524461.439000,1005936.869000,"POINT (1524461.439000 1005936.869000)"
,100175,0,,,1508631.919000,1001198.990000,"POINT (1508631.919000 1001198.990000)"
,100176,0,,,1510617.752000,1011151.703000,"POINT (1510617.752000 1011151.703000)"
,100177,0,,,1512130.789000,1012013.059000,"POINT (1512130.789000 1012013.059000)"
,100178,0,,,1521279.811000,1000581.167000,"POINT (1521279.811000 1000581.167000)"
,100179,0,,,1520431.351000,999712.938000,"POINT (1520431.351000 999712.938000)"
,100180,0,,,1534658.526000,1007117.912000,"POINT (1534658.526000 1007117.912000)"
,100181,0,,,1538732.503000,1012475.656000,"POINT (1538732.503000 1012475.656000)"
,100182,0,,,1541386.080000,1015255.958000,"POINT (1541386.080000 1015255.958000)"
,100183,0,,,1537475.844000,1014323.652000,"POINT (1537475.844000 1014323.652000)"
,100184,0,,,1538753.813000,1014296.559000,"POINT (1538753.813000 1014296.559000)"
,100185,0,,,1538700.000000,1013547.000000,"POINT (1538700.000000 1013547.000000)"
,100186,0,,,1543316.000000,967098.000000,"POINT (1543316.000000 967098.000000)"
,100187,0,,,1514761.000000,1000788.000000,"POINT (1514761.000000 1000788.000000)"
,100188,0,,,1517412.000000,1000869.000000,"POINT (1517412.000000 1000869.000000)"
,100189,0,,,1518187.000000,1000829.000000,"POINT (1518187.000000 1000829.000000)"
,100190,0,,,1549153.251000,1005576.554000,"POINT (1549153.251000 1005576.554000)"
,100191,0,,,1551287.134000,1003626.627000,"POINT (1551287.134000 1003626.627000)"
,100192,0,,,1522110.254000,1000135.979000,"POINT (1522110.254000 1000135.979000)"
,100193,0,,,1511484.000000,995972.000000,"POINT (1511484.000000 995972.000000)"
,100194,0,,,1549316.334000,1016315.382000,"POINT (1549316.334000 1016315.382000)"
,100195,0,,,1517454.321000,1010856.604000,"POINT (1517454.321000 1010856.604000)"
,100196,0,,,1549417.161000,1021407.168000,"POINT (1549417.161000 1021407.168000)"
,100197,0,,,1532385.224000,998636.029000,"POINT (1532385.224000 998636.029000)"
,100198,0,,,1549509.019000,1028098.244000,"POINT (1549509.019000 1028098.244000)"
,100199,0,,,1533102.459000,997425.687000,"POINT (1533102.459000 997425.687000)"
,100200,0,,,1517262.836000,984012.318000,"POINT (1517262.836000 984012.318000)"
,100201,0,,,1525589.570000,994798.375000,"POINT (1525589.570000 994798.375000)"
,100202,0,,,1526415.594000,994798.375000,"POINT (1526415.594000 994798.375000)"
,100203,0,,,1514817.260000,1013044.503000,"POINT (1514817.260000 1013044.503000)"
,100204,0,,,1525207.000000,997743.000000,"POINT (1525207.000000 997743.000000)"
,100205,0,,,1525569.000000,997743.000000,"POINT (1525569.000000 997743.000000)"
,100206,0,,,1524296.985000,997739.875000,"POINT (1524296.985000 997739.875000)"
,100207,0,,,1522530.000000,1008354.000000,"POINT (1522530.000000 1008354.000000)"
,100208,0,,,1522977.000000,1008354.000000,"POINT (1522977.000000 1008354.000000)"
,100209,0,,,1513157.000000,1004479.000000,"POINT (1513157.000000 1004479.000000)"
,100210,0,,,1513157.000000,1005304.000000,"POINT (1513157.000000 1005304.000000)"
,100211,0,,,1525473.858000,1005917.945000,"POINT (1525473.858000 1005917.945000)"
,100212,0,,,1525470.000000,1005621.000000,"POINT (1525470.000000 1005621.000000)"
,100213,0,,,1525448.000000,1006848.000000,"POINT (1525448.000000 1006848.000000)"
,100214,0,,,1530704.612000,1007598.863000,"POINT (1530704.612000 1007598.863000)"
,100215,0,,,1530745.821000,1007273.538000,"POINT (1530745.821000 1007273.538000)"
,100216,0,,,1516489.000000,999921.000000,"POINT (1516489.000000 999921.000000)"
,100217,0,,,1515648.000000,999952.000000,"POINT (1515648.000000 999952.000000)"
,100218,0,,,1528549.000000,1000521.000000,"POINT (1528549.000000 1000521.000000)"
,100219,0,,,1530711.660000,1007396.234000,"POINT (1530711.660000 1007396.234000)"
,100220,0,,,1530785.114000,1014333.419000,"POINT (1530785.114000 1014333.419000)"
,100221,0,,,1528549.000000,999937.000000,"POINT (1528549.000000 999937.000000)"
,100222,0,,,1529626.527000,999214.187000,"POINT (1529626.527000 999214.187000)"
,100223,0,,,1529632.000000,999800.000000,"POINT (1529632.000000 999800.000000)"
,100224,0,,,1529632.000000,999029.000000,"POINT (1529632.000000 999029.000000)"
,100225,0,,,1500595.375000,1017689.775000,"POINT (1500595.375000 1017689.775000)"
,100226,0,,,1496685.334000,1022942.705000,"POINT (1496685.334000 1022942.705000)"
,100227,0,,,1500599.000000,1018558.000000,"POINT (1500599.000000 1018558.000000)"
,100228,0,,,1504418.222000,1022969.143000,"POINT (1504418.222000 1022969.143000)"
,100229,0,,,1500623.913000,1020518.013000,"POINT (1500623.913000 1020518.013000)"
