node_id,x_coord,y_coord
638,1521338.9353565148,1003496.02396804
639,1521332.2711123019,1003207.6616640573
640,1521327.874446402,1003017.4176291508
641,1521334.5016313395,1003511.3118039323
642,1520499.888990634,1003524.8758096972
643,1521347.9459076424,1003515.8891286517
644,1521349.0690588865,1003879.0802242836
645,1521351.5797636837,1003880.3450051288
646,1521438.871323793,1003816.1080409094
647,1521342.0690923578,1003879.1018713483
648,1521340.9459411136,1003515.9107757164
649,1519756.804433922,1003950.8904571115
650,1520391.9924803667,1003949.521559144
651,1519743.1975009274,1003944.4528134642
652,1519738.5699597872,1003541.1354971367
653,1519287.597090748,1002112.1953298462
654,1519320.7913262907,1002608.8398525937
655,1519273.6215437616,1002098.4651265804
656,1519019.1882663302,1001874.2375263186
657,1519293.3929167923,1002097.1160087482
658,1519712.321642398,1002093.5473721949
659,1519273.4813770987,1002107.7828064854
660,1519004.8937049673,1002109.9848406458
661,1520492.1594703028,1003626.9602259421
662,1520407.948265451,1003944.2325523597
663,1522431.0633203606,1003273.1737724823
664,1522276.6399551188,1003287.402699683
665,1522450.718376797,1003265.3239539666
666,1522663.0186566927,1003266.4471439968
667,1522444.396646713,1003278.6999880188
668,1522448.3549903093,1003479.2578822399
669,1522437.0667122481,1003258.8186525325
670,1522433.5819124947,1002998.0038675537
671,1522435.1259102912,1003494.711593535
672,1522171.7375707522,1003496.1505340947
673,1522441.3563532871,1003479.3960119811
674,1522437.3980096907,1003278.83811776
675,1522448.6378801663,1003499.2948863681
676,1522449.668866915,1003620.5736089938
677,1522694.244687841,1003492.2375744531
678,1522455.1018078756,1003494.480963565
679,1522707.904856078,1003496.8180600503
680,1522713.3975909369,1003757.5334971504
681,1522879.0897597696,1003473.0347867873
682,1522861.5766968299,1003257.3921551694
683,1522875.2600698888,1003488.0640297867
684,1522714.3173797356,1003491.903982883
685,1522888.544087694,1003492.6073368622
686,1522886.2176426298,1003757.6361073654
687,1522427.043201225,1002993.3854728218
688,1522359.930976042,1002994.5823241977
689,1522169.6420216172,1002997.975857884
690,1522446.9765389222,1002984.5406315553
691,1522630.6972197634,1002986.0566067392
692,1522433.1595303523,1002978.0636835644
693,1522427.7364125713,1002791.1002752122
694,1522440.581287752,1002997.9103474674
695,1522444.0660875053,1003258.7251324463
696,1520475.6793136047,1002971.9130485029
697,1519326.5292037984,1002625.2897130648
698,1520491.6979153692,1002962.3548054578
699,1520829.0802700082,1002680.7214186658
700,1520489.6120354624,1002981.5018982555
701,1520488.7451604994,1003038.6911955072
702,1518975.7605436996,1003695.7652707279
703,1518978.0674921277,1003561.6803112217
704,1522437.1684339168,1003636.0529989861
705,1521849.5011879983,1003757.4053649424
706,1522442.6691198337,1003620.6331136319
707,1522441.638133085,1003499.3543910062
708,1522706.399143922,1003757.6809399497
709,1522700.9064090631,1003496.9655028495
710,1522720.109,1003764.105
711,1522872.63,1003764.105
