link_id,from_node_id,to_node_id,lanes,geometry
255,491,492,2,"LINESTRING(1519706.8324900947 1000870.4461519999,1519710.6446563692 1001060.7398535165)"
256,493,494,2,"LINESTRING(1522130.7186148 1001000.4145535679,1522393.1609095742 1000997.4281261887)"
257,495,496,1,"LINESTRING(1522114.1013560602 1000997.5524865565,1522100.0906665004 1000958.5944220979)"
258,497,498,1,"LINESTRING(1522117.242079409 1001015.7650011881,1522079.6716064685 1001062.5069940079,1521716.8713329313 1001060.9956276275)"
259,499,500,1,"LINESTRING(1522124.04895846 1001015.8555677457,1522117.5292038962 1001300.3338181569)"
260,501,502,1,"LINESTRING(1521305.3247532654 1001059.1635653425,1521696.8414363023 1001054.0840237204)"
261,503,504,1,"LINESTRING(1521298.8365873222 1001072.8049780519,1521297.9783712795 1001322.3430963332)"
262,505,506,1,"LINESTRING(1521291.5016206438 1001052.9300438813,1521276.6852192446 1000654.700215629)"
263,507,508,1,"LINESTRING(1521285.3970186666 1001066.3664711921,1520470.385477465 1001072.3623393873)"
264,509,510,1,"LINESTRING(1520456.5827313913 1001059.0374020257,1520440.7799863003 1000492.0936371925)"
265,511,512,1,"LINESTRING(1520465.8094231416 1001078.0219114801,1520520.406030494 1001342.4989010933)"
266,513,514,1,"LINESTRING(1520470.3211073007 1001063.6125761629,1521095.3297431709 1001059.0145193108)"
267,514,515,2,"LINESTRING(1521095.3297431709 1001059.0145193108,1521285.3326485022 1001057.6167079677)"
268,516,517,1,"LINESTRING(1520450.373296619 1001074.2112493379,1519905.8119172198 1001075.5871476989)"
269,517,518,2,"LINESTRING(1519905.8119172198 1001075.5871476989,1519715.609232781 1001076.0677171473)"
270,519,520,1,"LINESTRING(1519695.5856287407 1001074.3132258217,1518964.8835401828 1001072.138743183)"
271,521,522,1,"LINESTRING(1519701.8964116322 1001060.9151076805,1519690.7009925782 1000502.0680956508)"
272,523,524,1,"LINESTRING(1519715.5871249477 1001067.3177450763,1520450.3511887856 1001065.4612772668)"
273,525,526,1,"LINESTRING(1519711.013633512 1001080.7531840107,1519716.006737945 1001377.2529099655)"
274,526,527,2,"LINESTRING(1519716.006737945 1001377.2529099655,1519719.211877951 1001567.5800193194)"
275,528,529,2,"LINESTRING(1519704.1939825932 1001583.0352571715,1519015.716575317 1001591.2030040085)"
276,530,531,1,"LINESTRING(1519708.713366488 1001567.7568159893,1519703.720262055 1001271.2570900345)"
277,531,532,2,"LINESTRING(1519703.720262055 1001271.2570900345,1519700.515122049 1001080.9299806806)"
278,533,534,1,"LINESTRING(1519717.5881814153 1001587.6818837569,1519716.5427545102 1001832.0150668266)"
279,535,536,1,"LINESTRING(1520515.0838818802 1001574.8051373119,1520497.2394407736 1001812.2903583009)"
280,537,538,1,"LINESTRING(1520509.1592217626 1001554.4658747591,1520515.1872407435 1001362.8849818844)"
281,539,540,2,"LINESTRING(1520502.4304690438 1001569.9843381601,1519724.2157777993 1001582.7522489364)"
282,541,542,1,"LINESTRING(1521300.7275867392 1001529.5377949795,1521291.4440192624 1001342.4922064034)"
283,543,544,2,"LINESTRING(1521294.891068475 1001544.9174525369,1520522.5049465457 1001569.5002334501)"
284,545,546,1,"LINESTRING(1521308.1868333458 1001549.3632003219,1521307.5321304807 1001753.0113036752)"
285,547,548,1,"LINESTRING(1521314.431433668 1001761.1465730038,1521670.689548382 1001818.9437671462)"
286,549,550,1,"LINESTRING(1521300.5321666542 1001752.988799678,1521301.1868695193 1001549.3406963247)"
287,551,552,1,"LINESTRING(1521309.5991371912 1001772.808779879,1521311.7516505865 1001833.8527179642)"
288,552,553,2,"LINESTRING(1521311.7516505865 1001833.8527179642,1521318.4553411033 1002023.965202175)"
289,554,555,2,"LINESTRING(1521323.4601069535 1002028.7061528595,1521702.4226711637 1002021.5507183508)"
290,556,557,1,"LINESTRING(1521317.0063407153 1002044.1629633872,1521315.554554916 1002310.019261583)"
291,558,559,1,"LINESTRING(1521309.7107758578 1002024.2735504634,1521300.8545719457 1001773.1171281674)"
292,560,561,2,"LINESTRING(1521303.801353279 1002039.8283465661,1520523.7000351693 1002074.1405114263)"
293,562,563,1,"LINESTRING(1520509.1657733202 1002059.657909755,1520490.3370986548 1001832.2547041121)"
294,564,565,1,"LINESTRING(1520521.2862674426 1002076.4971627378,1520837.3631507668 1002666.5323964258)"
295,566,567,2,"LINESTRING(1520523.161748646 1002061.9023437685,1521113.2329077008 1002035.9485113384)"
296,567,568,3,"LINESTRING(1521113.2329077008 1002035.9485113384,1521303.2630667556 1002027.5901789083)"
297,569,570,2,"LINESTRING(1520503.745644746 1002076.7012606184,1519922.6543287162 1002098.2793658841)"
298,570,571,3,"LINESTRING(1519922.6543287162 1002098.2793658841,1519732.6188698292 1002105.3360969399)"
299,572,573,1,"LINESTRING(1519709.5428185847 1001831.9851162431,1519710.5882454899 1001587.6519331734)"
300,574,575,1,"LINESTRING(1519720.3599478072 1001851.7381296089,1519722.0441582394 1001897.9005285527)"
301,575,576,3,"LINESTRING(1519722.0441582394 1001897.9005285527,1519728.9967436716 1002088.4634274966)"
302,577,578,2,"LINESTRING(1519732.1642945758 1002093.0945340764,1520503.2910694927 1002064.4596977549)"
303,579,580,1,"LINESTRING(1519718.5037250626 1002088.8462596675,1519709.8669291981 1001852.1209617798)"
304,581,582,2,"LINESTRING(1519712.4110832077 1002104.0469912519,1519293.482357602 1002107.6156278051)"
305,583,584,2,"LINESTRING(1518984.7988752697 1002109.9664939953,1518736.660870394 1002107.4789784449)"
306,585,586,1,"LINESTRING(1518999.903947032 1002114.918001252,1518994.564132109 1002387.2440475804)"
307,586,587,2,"LINESTRING(1518994.564132109 1002387.2440475804,1518990.8340350285 1002577.4758449462)"
308,588,589,2,"LINESTRING(1519004.8076229014 1002099.4851935146,1519273.3952950328 1002097.2831593542)"
309,590,591,1,"LINESTRING(1518990.5151509505 1002597.4350487097,1518988.3780960273 1002770.5342389198)"
310,591,592,2,"LINESTRING(1518988.3780960273 1002770.5342389198,1518986.0310489372 1002960.6425727331)"
311,593,594,1,"LINESTRING(1518980.336052968 1002577.2699987481,1518985.675867891 1002304.9439524197)"
312,594,595,2,"LINESTRING(1518985.675867891 1002304.9439524197,1518989.4059649715 1002114.7121550539)"
313,596,597,1,"LINESTRING(1518995.389 1002583.871,1519148.068 1002583.871)"
314,598,599,1,"LINESTRING(1519168.5575452743 1002585.8812215135,1519308.8368945045 1002613.674250717)"
315,600,601,3,"LINESTRING(1519148.068 1002594.371,1518995.389 1002594.371)"
316,602,603,1,"LINESTRING(1521311.699386532 1002549.1553306032,1521216.7770844016 1002552.0514136511)"
317,604,605,1,"LINESTRING(1521317.666080466 1002535.5098179671,1521308.928246742 1002330.1397402296)"
318,606,607,1,"LINESTRING(1521325.39334914 1002555.2398368677,1521332.5563513918 1002788.4532639203)"
319,608,609,2,"LINESTRING(1521331.4246063223 1002539.8018940499,1521708.496759567 1002528.3899114034)"
320,610,611,1,"LINESTRING(1521323.1595485092 1003013.0297842378,1520685.3020408289 1003044.1312419584)"
321,611,612,2,"LINESTRING(1520685.3020408289 1003044.1312419584,1520495.3378161674 1003053.3937562826)"
322,613,614,1,"LINESTRING(1521329.22355986 1002997.3595560045,1521326.0344391325 1002808.6137017407)"
323,615,616,1,"LINESTRING(1521342.8896608446 1003003.7923238481,1521713.7876653029 1003003.5446777123)"
324,617,618,1,"LINESTRING(1521338.3716434853 1003017.17503196,1521345.0358876982 1003305.5373359427)"
325,618,619,2,"LINESTRING(1521345.0358876982 1003305.5373359427,1521349.432553598 1003495.7813708492)"
326,620,621,1,"LINESTRING(1519746.8232732445 1003030.1329341102,1520061.1456035292 1003059.7404757827,1520284.5660522582 1003051.1201491511)"
327,621,622,2,"LINESTRING(1520284.5660522582 1003051.1201491511,1520474.8990227184 1003043.7764508304)"
328,623,624,1,"LINESTRING(1519725.9685370307 1003038.8115362478,1519179.6136656427 1002992.6540106612)"
329,624,625,2,"LINESTRING(1519179.6136656427 1002992.6540106612,1518990.180543595 1002976.6501921986)"
330,626,627,1,"LINESTRING(1519739.9871193822 1003044.3820498778,1519745.3424388925 1003521.0573119507)"
331,628,629,2,"LINESTRING(1519732.101213086 1003536.6155455835,1518991.8778415553 1003556.7185843628)"
332,630,631,1,"LINESTRING(1519738.3428806178 1003521.1359501223,1519732.9875611076 1003044.4606880493)"
333,632,633,1,"LINESTRING(1519745.5694990726 1003541.0551865358,1519750.1970402128 1003944.3725028633)"
334,634,635,2,"LINESTRING(1520479.8855102516 1003525.1895761853,1519752.0332246986 1003536.1942238992)"
335,636,637,1,"LINESTRING(1520493.463633553 1003529.7320579061,1520494.6824807052 1003606.3425885971)"
336,638,639,1,"LINESTRING(1521338.9353565148 1003496.02396804,1521332.2711123019 1003207.6616640573)"
337,639,640,2,"LINESTRING(1521332.2711123019 1003207.6616640573,1521327.874446402 1003017.4176291508)"
338,641,642,2,"LINESTRING(1521334.5016313395 1003511.3118039323,1520499.888990634 1003524.8758096972)"
339,643,644,1,"LINESTRING(1521347.9459076424 1003515.8891286517,1521349.0690588865 1003879.0802242836)"
340,645,646,1,"LINESTRING(1521351.5797636837 1003880.3450051288,1521438.871323793 1003816.1080409094)"
341,647,648,1,"LINESTRING(1521342.0690923578 1003879.1018713483,1521340.9459411136 1003515.9107757164)"
342,649,650,1,"LINESTRING(1519756.804433922 1003950.8904571115,1520391.9924803667 1003949.521559144)"
343,651,652,1,"LINESTRING(1519743.1975009274 1003944.4528134642,1519738.5699597872 1003541.1354971367)"
344,653,654,1,"LINESTRING(1519287.597090748 1002112.1953298462,1519320.7913262907 1002608.8398525937)"
345,655,656,1,"LINESTRING(1519273.6215437616 1002098.4651265804,1519019.1882663302 1001874.2375263186)"
346,657,658,2,"LINESTRING(1519293.3929167923 1002097.1160087482,1519712.321642398 1002093.5473721949)"
347,659,660,2,"LINESTRING(1519273.4813770987 1002107.7828064854,1519004.8937049673 1002109.9848406458)"
348,661,662,1,"LINESTRING(1520492.1594703028 1003626.9602259421,1520407.948265451 1003944.2325523597)"
349,663,664,1,"LINESTRING(1522431.0633203606 1003273.1737724823,1522276.6399551188 1003287.402699683)"
350,665,666,1,"LINESTRING(1522450.718376797 1003265.3239539666,1522663.0186566927 1003266.4471439968)"
351,667,668,1,"LINESTRING(1522444.396646713 1003278.6999880188,1522448.3549903093 1003479.2578822399)"
352,669,670,1,"LINESTRING(1522437.0667122481 1003258.8186525325,1522433.5819124947 1002998.0038675537)"
353,671,672,2,"LINESTRING(1522435.1259102912 1003494.711593535,1522175.7268810621 1003498.26794781,1522171.7375707522 1003496.1505340947)"
354,673,674,1,"LINESTRING(1522441.3563532871 1003479.3960119811,1522437.3980096907 1003278.83811776)"
355,675,676,1,"LINESTRING(1522448.6378801663 1003499.2948863681,1522449.668866915 1003620.5736089938)"
356,677,678,2,"LINESTRING(1522694.244687841 1003492.2375744531,1522455.1018078756 1003494.480963565)"
357,679,680,1,"LINESTRING(1522707.904856078 1003496.8180600503,1522713.3975909369 1003757.5334971504)"
358,681,682,2,"LINESTRING(1522879.0897597696 1003473.0347867873,1522861.5766968299 1003257.3921551694)"
359,683,684,2,"LINESTRING(1522875.2600698888 1003488.0640297867,1522714.3173797356 1003491.903982883)"
360,685,686,1,"LINESTRING(1522888.544087694 1003492.6073368622,1522886.2176426298 1003757.6361073654)"
361,687,688,1,"LINESTRING(1522427.043201225 1002993.3854728218,1522359.930976042 1002994.5823241977)"
362,688,689,2,"LINESTRING(1522359.930976042 1002994.5823241977,1522169.6420216172 1002997.975857884)"
363,690,691,1,"LINESTRING(1522446.9765389222 1002984.5406315553,1522630.6972197634 1002986.0566067392)"
364,692,693,1,"LINESTRING(1522433.1595303523 1002978.0636835644,1522427.7364125713 1002791.1002752122)"
365,694,695,1,"LINESTRING(1522440.581287752 1002997.9103474674,1522444.0660875053 1003258.7251324463)"
366,696,697,1,"LINESTRING(1520475.6793136047 1002971.9130485029,1519326.5292037984 1002625.2897130648)"
367,698,699,1,"LINESTRING(1520491.6979153692 1002962.3548054578,1520829.0802700082 1002680.7214186658)"
368,700,701,1,"LINESTRING(1520489.6120354624 1002981.5018982555,1520488.7451604994 1003038.6911955072)"
369,702,703,1,"LINESTRING(1518975.7605436996 1003695.7652707279,1518978.0674921277 1003561.6803112217)"
370,704,705,1,"LINESTRING(1522437.1684339168 1003636.0529989861,1521849.5011879983 1003757.4053649424)"
371,706,707,1,"LINESTRING(1522442.6691198337 1003620.6331136319,1522441.638133085 1003499.3543910062)"
372,708,709,1,"LINESTRING(1522706.399143922 1003757.6809399497,1522700.9064090631 1003496.9655028495)"
373,710,711,1,"LINESTRING(1522720.109 1003764.105,1522872.63 1003764.105)"
374,712,713,1,"LINESTRING(1522879.2179123058 1003757.5746631378,1522881.5443573701 1003492.5458926347)"
375,714,715,1,"LINESTRING(1522872.63 1003771.105,1522720.109 1003771.105)"
376,716,717,1,"LINESTRING(1522157.2913613203 1003637.2033155777,1521849.589769573 1003755.6732273106)"
377,718,719,1,"LINESTRING(1522161.866 1003620.344,1522161.866 1003496.825)"
378,536,0,1,"LINESTRING(1520497.2394407736 1001812.2903583009,1520490.25911812 1001811.7658626881)"
379,563,2,1,"LINESTRING(1520490.3370986548 1001832.2547041121,1520497.3132266798 1001831.677090245)"
380,169,4,1,"LINESTRING(1522621.4495879808 1001784.2832581671,1522628.4189703073 1001783.6292627663)"
381,181,6,1,"LINESTRING(1522634.2656095393 1001776.6205458951,1522633.6592022246 1001769.6468617776)"
382,185,8,1,"LINESTRING(1522614.1306464216 1001770.1469674358,1522613.8819772291 1001777.1425491582)"
383,197,10,1,"LINESTRING(1522626.6745971788 1001763.7483401378,1522619.697814807 1001764.3179959427)"
384,215,12,1,"LINESTRING(1521885.052055691 1000636.3475627532,1521884.9456327804 1000629.3483717883)"
385,248,14,1,"LINESTRING(1521882.4417524536 1000625.4587586949,1521876.1147161375 1000622.4639946881)"
386,301,16,1,"LINESTRING(1521877.9643147879 1000643.17166839,1521883.6604490865 1000639.1030010341)"
387,479,18,1,"LINESTRING(1521864.933825663 1000629.6951347655,1521865.0699566638 1000636.693810951)"
388,235,20,1,"LINESTRING(1520453.5179738924 1000486.6538342237,1520454.3427225365 1000479.7025904737)"
389,241,22,1,"LINESTRING(1520447.3350758527 1000471.9437945002,1520440.3360224597 1000472.0589100907)"
390,486,24,1,"LINESTRING(1520433.9542262512 1000478.6336325527,1520434.0475512894 1000485.6330104134)"
391,510,26,1,"LINESTRING(1520440.7799863003 1000492.0936371925,1520447.7772686088 1000491.8985979743)"
392,295,28,1,"LINESTRING(1522256.1986808951 1003281.8387906598,1522256.5482770132 1003288.8300553919)"
393,664,30,1,"LINESTRING(1522276.6399551188 1003287.402699683,1522275.9976796394 1003280.4322275176)"
394,662,32,1,"LINESTRING(1520407.948265451 1003944.2325523597,1520392.0075660779 1003956.5215428885)"
395,650,32,1,"LINESTRING(1520391.9924803667 1003949.521559144,1520392.0075660779 1003956.5215428885)"
396,402,38,1,"LINESTRING(1519328.1116557338 1002622.1031582089,1519313.8069092522 1002609.3066701537)"
397,654,36,1,"LINESTRING(1519320.7913262907 1002608.8398525937,1519307.4764547257 1002620.5407784865)"
398,402,36,1,"LINESTRING(1519328.1116557338 1002622.1031582089,1519307.4764547257 1002620.5407784865)"
399,654,40,1,"LINESTRING(1519320.7913262907 1002608.8398525937,1519328.5506863953 1002618.5879514971)"
400,402,40,1,"LINESTRING(1519328.1116557338 1002622.1031582089,1519328.5506863953 1002618.5879514971)"
401,654,34,1,"LINESTRING(1519320.7913262907 1002608.8398525937,1519327.8005867728 1002615.1100733316)"
402,599,36,1,"LINESTRING(1519308.8368945045 1002613.674250717,1519307.4764547257 1002620.5407784865)"
403,654,38,1,"LINESTRING(1519320.7913262907 1002608.8398525937,1519313.8069092522 1002609.3066701537)"
404,697,40,1,"LINESTRING(1519326.5292037984 1002625.2897130648,1519328.5506863953 1002618.5879514971)"
405,143,42,1,"LINESTRING(1522611.5581879627 1002274.3095855386,1522618.5202849123 1002273.582120032)"
406,151,44,1,"LINESTRING(1522624.0 1002267.5,1522624.0 1002260.5)"
407,155,46,1,"LINESTRING(1522604.0005961019 1002260.4982973163,1522603.999404188 1002267.4982972147)"
408,171,48,1,"LINESTRING(1522618.6631123512 1002254.4865682743,1522611.7126760627 1002253.6550423295)"
409,512,50,1,"LINESTRING(1520520.406030494 1001342.4989010933,1520513.5505768585 1001343.9140885199)"
410,538,52,1,"LINESTRING(1520515.1872407435 1001362.8849818844,1520522.1837782376 1001363.1051252409)"
411,305,54,1,"LINESTRING(1518999.6254577723 1001384.0430306558,1519006.624909269 1001383.9554021914)"
412,309,56,1,"LINESTRING(1519004.9013288287 1001363.5771909407,1518997.9865921652 1001364.6664185929)"
413,307,58,1,"LINESTRING(1519017.199387294 1001854.8998058958,1519010.20251802 1001855.1091390359)"
414,465,60,1,"LINESTRING(1519004.0598228467 1001868.666453076,1519008.5158233417 1001874.0649769101)"
415,656,62,1,"LINESTRING(1519019.1882663302 1001874.2375263186,1519023.8164562385 1001868.9858734196)"
416,314,64,1,"LINESTRING(1521684.4334073374 1001814.3773756501,1521677.4650137136 1001813.7129282821)"
417,328,66,1,"LINESTRING(1521678.1289930632 1001834.428294829,1521685.0405325554 1001833.3189608627)"
418,341,68,1,"LINESTRING(1521690.2336232492 1001826.7428006108,1521689.7104363733 1001819.7623797429)"
419,548,70,1,"LINESTRING(1521670.689548382 1001818.9437671462,1521669.568566332 1001825.8534269962)"
420,316,72,1,"LINESTRING(1521693.0124748365 1001338.1648754738,1521700.0034383081 1001337.8093058731)"
421,320,74,1,"LINESTRING(1521699.8992163064 1001318.1488014844,1521692.9048760338 1001317.8673691652)"
422,347,76,1,"LINESTRING(1521685.9628343796 1001324.6080527257,1521686.0383287985 1001331.6076456134)"
423,354,78,1,"LINESTRING(1521706.139541444 1001331.0724093653,1521705.8424357886 1001324.078717334)"
424,199,80,1,"LINESTRING(1522593.7450703138 1001280.082431886,1522600.7429857643 1001279.9116122588)"
425,337,82,1,"LINESTRING(1522600.8943369791 1001260.1468715885,1522593.8998581835 1001259.8689032815)"
426,360,84,1,"LINESTRING(1522586.58962471 1001268.03173012,1522587.6343935563 1001274.9533237267)"
427,366,86,1,"LINESTRING(1522606.396508106 1001274.8944494496,1522607.3978177975 1001267.9664353833)"
428,227,88,1,"LINESTRING(1521828.5989625584 1003753.9829674921,1521829.611284534 1003760.9093810098)"
429,705,90,1,"LINESTRING(1521849.5011879983 1003757.4053649424,1521848.0855660832 1003750.5500010139)"
430,717,92,1,"LINESTRING(1521849.589769573 1003755.6732273106,1521847.0746386796 1003749.1406844223)"
431,376,94,1,"LINESTRING(1522675.3313212458 1003259.6648685905,1522668.3774097164 1003260.4668127539)"
432,385,96,1,"LINESTRING(1522683.3439067395 1003272.292071849,1522682.5155710098 1003265.3412546368)"
433,666,98,1,"LINESTRING(1522663.0186566927 1003266.4471439968,1522662.981623203 1003273.4470460333)"
434,565,102,1,"LINESTRING(1520837.3631507668 1002666.5323964258,1520828.5341124742 1002675.352214123)"
435,565,100,1,"LINESTRING(1520837.3631507668 1002666.5323964258,1520847.2910665865 1002670.4039242835)"
436,565,106,1,"LINESTRING(1520837.3631507668 1002666.5323964258,1520833.5660846308 1002686.0951945422)"
437,231,100,1,"LINESTRING(1520849.5948008297 1002677.013977879,1520847.2910665865 1002670.4039242835)"
438,565,104,1,"LINESTRING(1520837.3631507668 1002666.5323964258,1520831.1927325574 1002669.8378372622)"
439,699,106,1,"LINESTRING(1520829.0802700082 1002680.7214186658,1520833.5660846308 1002686.0951945422)"
440,330,108,1,"LINESTRING(1521742.5079171422 1002296.7062955353,1521735.5412954718 1002297.3890711203)"
441,416,110,1,"LINESTRING(1521750.21686117 1002309.8045940585,1521749.7358677217 1002302.8211389463)"
442,422,112,1,"LINESTRING(1521729.898350252 1002303.8052116854,1521730.1108690659 1002310.8019849241)"
443,443,114,1,"LINESTRING(1521735.5763873872 1002316.6271310083,1521742.545453575 1002317.2844866716)"
444,430,116,1,"LINESTRING(1521707.9462927475 1002778.6498302127,1521708.051450365 1002771.6506201233)"
445,436,118,1,"LINESTRING(1521687.7971572273 1002772.1448293657,1521688.2435510224 1002779.1305814784)"
446,445,120,1,"LINESTRING(1521702.3387177186 1002765.3343117906,1521695.364136349 1002764.7383128672)"
447,449,122,1,"LINESTRING(1521695.6260738363 1002785.3254285417,1521702.5832336484 1002784.5521709219)"
448,145,124,1,"LINESTRING(1522632.9702658781 1002755.1772209198,1522625.9781407143 1002754.8452786126)"
449,378,126,1,"LINESTRING(1522626.0234236615 1002775.1680870032,1522633.014000147 1002774.8049886699)"
450,406,128,1,"LINESTRING(1522638.903909159 1002768.7633207904,1522639.0890911717 1002761.7657706747)"
451,410,130,1,"LINESTRING(1522618.7506007822 1002762.3167527748,1522619.3143689341 1002769.2940133741)"
452,387,134,2,"LINESTRING(1522856.6901010058 1002990.8349267718,1522856.6880385475 1002970.6721149374)"
453,387,132,1,"LINESTRING(1522854.9403206785 1002990.8626541197,1522851.9296085879 1002984.6517289268)"
454,280,140,1,"LINESTRING(1522419.1471863452 1002519.3468513133,1522432.7751576416 1002532.6442410937)"
455,412,136,1,"LINESTRING(1522425.7753158705 1002532.6913068229,1522439.1496432098 1002519.0055240217)"
456,157,140,1,"LINESTRING(1522432.5863362337 1002512.6262449594,1522432.7751576416 1002532.6442410937)"
457,280,136,2,"LINESTRING(1522419.1159847272 1002517.5971294899,1522439.1211285999 1002517.2557563465)"
458,412,138,1,"LINESTRING(1522425.7753158705 1002532.6913068229,1522425.5868521305 1002512.711229032)"
459,157,136,1,"LINESTRING(1522432.5863362337 1002512.6262449594,1522439.09261399 1002515.5059886713)"
460,280,138,1,"LINESTRING(1522419.0847831091 1002515.8474076665,1522425.5868521305 1002512.711229032)"
461,125,146,1,"LINESTRING(1522636.697734122 1002529.0447790802,1522650.5233707952 1002515.3333412992)"
462,137,144,1,"LINESTRING(1522630.6122983508 1002515.8854052777,1522643.6898592857 1002529.3767213874)"
463,43,144,1,"LINESTRING(1522643.1098120373 1002508.9124144614,1522643.6898592857 1002529.3767213874)"
464,125,142,1,"LINESTRING(1522636.697734122 1002529.0447790802,1522636.1477150877 1002509.6398799679)"
465,137,146,2,"LINESTRING(1522630.5837837409 1002514.1356376025,1522650.4548863308 1002513.5846818475)"
466,43,146,1,"LINESTRING(1522643.1098120373 1002508.9124144614,1522650.3864018663 1002511.8360223958)"
467,137,142,1,"LINESTRING(1522630.555269131 1002512.3858699274,1522636.1477150877 1002509.6398799679)"
468,408,148,2,"LINESTRING(1522855.5362035218 1002520.6960288626,1522855.5027439522 1002500.5368859553)"
469,147,148,1,"LINESTRING(1522850.3487224178 1002504.0047019903,1522853.7529087872 1002500.512867302)"
470,149,152,2,"LINESTRING(1522858.6132450583 1002273.9270021254,1522858.561925427 1002254.1010179848)"
471,45,152,1,"LINESTRING(1522854.0 1002260.5,1522856.812238055 1002254.1340951647)"
472,149,150,1,"LINESTRING(1522856.8634098934 1002273.9029834722,1522854.0 1002267.5)"
473,47,158,1,"LINESTRING(1522436.0664038982 1002267.4697026837,1522422.3755687838 1002254.0370717666)"
474,139,154,1,"LINESTRING(1522422.6886637665 1002274.0097550405,1522436.067595812 1002260.4697027853)"
475,139,158,1,"LINESTRING(1522422.6886637665 1002274.0097550405,1522422.3755687838 1002254.0370717666)"
476,161,156,1,"LINESTRING(1522429.374277391 1002253.9026179278,1522429.6881478697 1002273.9247709679)"
477,47,156,1,"LINESTRING(1522436.0664038982 1002267.4697026837,1522429.6881478697 1002273.9247709679)"
478,161,154,1,"LINESTRING(1522429.374277391 1002253.9026179278,1522436.067595812 1002260.4697027853)"
479,159,162,1,"LINESTRING(1522417.747722609 1002013.1443820723,1522431.034310782 1001999.5204390108)"
480,173,164,1,"LINESTRING(1522431.0753455712 1002006.5203187345,1522417.1516493307 1001993.2294389156)"
481,187,166,1,"LINESTRING(1522424.1458708658 1001992.9450709847,1522411.1630254148 1002006.873580188)"
482,260,160,1,"LINESTRING(1522410.955744917 1001999.8766498042,1522424.7464312161 1002013.0099282335)"
483,159,164,1,"LINESTRING(1522417.747722609 1002013.1443820723,1522417.1516493307 1001993.2294389156)"
484,173,166,2,"LINESTRING(1522431.0856042684 1002008.2702886654,1522411.214845539 1002008.6228127839)"
485,187,160,1,"LINESTRING(1522424.1458708658 1001992.9450709847,1522424.7464312161 1002013.0099282335)"
486,260,162,2,"LINESTRING(1522410.9039247928 1001998.1274172083,1522431.024052085 1001997.7704690798)"
487,159,166,1,"LINESTRING(1522417.747722609 1002013.1443820723,1522411.2666656633 1002010.3720453798)"
488,173,160,1,"LINESTRING(1522431.0958629656 1002010.0202585964,1522424.7464312161 1002013.0099282335)"
489,187,162,1,"LINESTRING(1522424.1458708658 1001992.9450709847,1522431.0137933877 1001996.0204991489)"
490,260,164,1,"LINESTRING(1522410.8521046685 1001996.3781846124,1522417.1516493307 1001993.2294389156)"
491,5,172,1,"LINESTRING(1522647.9234120192 1001991.4807418329,1522635.3936892177 1002005.3225609892)"
492,49,174,1,"LINESTRING(1522640.7098876487 1002011.2774317256,1522655.313080819 1001998.0972857609)"
493,163,170,1,"LINESTRING(1522635.3526544287 1001998.3226812655,1522647.6603239372 1002012.1089576705)"
494,177,168,1,"LINESTRING(1522655.4301232835 1002005.0963071968,1522640.9540296926 1001992.1347372336)"
495,5,170,1,"LINESTRING(1522647.9234120192 1001991.4807418329,1522647.6603239372 1002012.1089576705)"
496,49,168,1,"LINESTRING(1522640.7098876487 1002011.2774317256,1522640.9540296926 1001992.1347372336)"
497,163,174,2,"LINESTRING(1522635.3423957315 1001996.5727113346,1522655.2838202028 1001996.3475304019)"
498,177,172,2,"LINESTRING(1522655.4593838998 1002006.8460625558,1522635.403947915 1002007.0725309202)"
499,5,174,1,"LINESTRING(1522647.9234120192 1001991.4807418329,1522655.2545595865 1001994.5977750429)"
500,49,172,1,"LINESTRING(1522640.7098876487 1002011.2774317256,1522635.4142066122 1002008.8225008511)"
501,163,168,1,"LINESTRING(1522635.3321370343 1001994.8227414036,1522640.9540296926 1001992.1347372336)"
502,177,170,1,"LINESTRING(1522655.488644516 1002008.5958179148,1522647.6603239372 1002012.1089576705)"
503,153,178,2,"LINESTRING(1522853.9149503405 1002008.2894450948,1522853.5223983654 1001988.3010124147)"
504,153,176,1,"LINESTRING(1522852.1652629685 1002008.3225222747,1522849.0934404135 1002005.3582249571)"
505,175,178,1,"LINESTRING(1522848.859355484 1001991.3601820852,1522851.7727614404 1001988.3366583152)"
506,179,182,2,"LINESTRING(1522848.9547800838 1001764.1048629876,1522848.474859379 1001744.1493492033)"
507,7,182,1,"LINESTRING(1522843.7343904607 1001751.3794541049,1522846.7255316502 1001744.1978517544)"
508,179,180,1,"LINESTRING(1522847.2051431588 1001764.140508888,1522844.3407977754 1001758.3531382224)"
509,9,188,1,"LINESTRING(1522421.3033535783 1001770.2970325642,1522408.0065067285 1001756.4189169643)"
510,165,184,1,"LINESTRING(1522408.343129134 1001776.5779290154,1522421.5520227707 1001763.3014508418)"
511,165,188,1,"LINESTRING(1522408.343129134 1001776.5779290154,1522408.0065067285 1001756.4189169643)"
512,191,186,1,"LINESTRING(1522415.0063231885 1001756.4696074352,1522415.337350669 1001776.2935610844)"
513,9,186,1,"LINESTRING(1522421.3033535783 1001770.2970325642,1522415.337350669 1001776.2935610844)"
514,191,184,1,"LINESTRING(1522415.0063231885 1001756.4696074352,1522421.5520227707 1001763.3014508418)"
515,201,194,1,"LINESTRING(1522423.2443868006 1001521.2180643358,1522409.1330298923 1001507.9764872558)"
516,362,192,1,"LINESTRING(1522416.1200602686 1001507.550568812,1522403.289658765 1001521.3974221715)"
