link_id,from_node_id,to_node_id,lanes,geometry
101842 101845,101842,101845,1,"LINESTRING(1521285.0573700836 1000644.3818053674,1521300.6173700837 1001062.5978053673)"
101843 111,101843,111,1,"LINESTRING(1519693.953337481 1000488.5003110697,1520443.953337481 1000478.5003110697)"
101843 101834,101843,101834,1,"LINESTRING(1519688.7505384502 1000492.0751893405,1519677.32953845 999694.7001893405)"
101843 101847,101843,101847,1,"LINESTRING(1519699.2489468423 1000491.8948475017,1519710.8449468422 1001070.7378475016)"
101844 100052,101844,100052,2,"LINESTRING(1522120.7192621871 1001000.5283398783,1522403.160262187 1000997.3143398783)"
101844 100255,101844,100255,1,"LINESTRING(1522117.4855112804 1001006.9624543271,1522096.7065112803 1000949.1844543271)"
101844 100274,101844,100274,1,"LINESTRING(1522123.5069979008 1001007.9707214722,1522079.6716064685 1001062.5069940079,1521706.871419701 1001060.9539696306)"
101844 100279,101844,100279,1,"LINESTRING(1522124.2780811782 1001005.8581929513,1522117.300081178 1001310.3311929513)"
101845 100274,101845,100274,1,"LINESTRING(1521295.325594784 1001059.2932945314,1521706.840594784 1001053.9542945315)"
101845 100278,101845,100278,1,"LINESTRING(1521298.870979301 1001062.8050371925,1521297.9439793008 1001332.3430371926)"
101845 101842,101845,101842,1,"LINESTRING(1521291.8734199442 1001062.9231297551,1521276.3134199441 1000644.7071297552)"
101845 101846,101845,101846,1,"LINESTRING(1521295.396748066 1001066.2929052897,1520460.385748066 1001072.4359052897)"
101846 111,101846,111,1,"LINESTRING(1520456.8613588458 1001069.0335196091,1520440.5013588457 1000482.0975196091)"
101846 175,101846,175,1,"LINESTRING(1520463.787726818 1001068.2284062867,1520522.4277268178 1001352.2924062867)"
101846 101845,101846,101845,1,"LINESTRING(1520460.3213779014 1001063.6861420653,1521295.3323779013 1001057.5431420653)"
101846 101847,101846,101847,1,"LINESTRING(1520460.3732647002 1001074.1859832426,1519705.6092647 1001076.0929832426)"
101847 100272,101847,100272,1,"LINESTRING(1519705.5855844617 1001074.3429845023,1518954.8835844619 1001072.1089845024)"
101847 101843,101847,101843,1,"LINESTRING(1519702.0967021051 1001070.9131016656,1519690.5007021052 1000492.0701016656)"
101847 101846,101847,101846,1,"LINESTRING(1519705.5871568664 1001067.3430111716,1520460.3511568666 1001065.4360111716)"
101847 101853,101847,101853,1,"LINESTRING(1519710.8452557314 1001070.7546016651,1519719.3802557315 1001577.5786016651)"
101853 100271,101853,100271,2,"LINESTRING(1519714.1932789553 1001582.91663059,1519005.7172789553 1001591.32163059)"
101853 101847,101853,101847,1,"LINESTRING(1519708.8817442686 1001577.7553983349,1519700.3467442684 1001070.9313983349)"
101853 101859,101853,101859,1,"LINESTRING(1519717.6309679628 1001577.6819752917,1519716.4999679627 1001842.0149752917)"
101854 108,101854,108,1,"LINESTRING(1520515.833161327 1001564.8332478064,1520496.490161327 1001822.2622478064)"
101854 175,101854,175,1,"LINESTRING(1520508.844731253 1001564.4609283217,1520515.501731253 1001352.8899283217)"
101854 101853,101854,101853,2,"LINESTRING(1520512.4291234214 1001569.8202935483,1519714.2171234214 1001582.9162935483)"
101855 100278,101855,100278,1,"LINESTRING(1521301.223303001 1001539.5255006915,1521290.9483030008 1001332.5045006915)"
101855 101854,101855,101854,2,"LINESTRING(1521304.8860075104 1001544.5993429935,1520512.5100075104 1001569.8183429935)"
101855 101856,101855,101856,1,"LINESTRING(1521308.2189819133 1001539.3632519986,1521307.4999819132 1001763.0112519986)"
101856 178,101856,178,1,"LINESTRING(1521304.560491025 1001759.545170075,1521680.560491025 1001820.545170075)"
101856 101855,101856,101855,1,"LINESTRING(1521300.5000180868 1001762.9887480014,1521301.2190180868 1001539.3407480014)"
101856 101857,101856,101857,1,"LINESTRING(1521309.2467391472 1001762.814991027,1521318.8077391472 1002033.958991027)"
101857 100275,101857,100275,2,"LINESTRING(1521313.4618890586 1002028.8949356051,1521712.4208890586 1002021.3619356052)"
101857 100292,101857,100292,1,"LINESTRING(1521317.0609478157 1002034.1631124851,1521315.4999478157 1002320.0191124851)"
101857 101856,101857,101856,1,"LINESTRING(1521310.0631739018 1002034.2673393154,1521300.5021739018 1001763.1233393154)"
101857 101858,101857,101858,2,"LINESTRING(1521313.791694224 1002039.3889289962,1520513.7096942242 1002074.5799289962)"
101858 108,101858,108,1,"LINESTRING(1520509.9909359876 1002069.6238069335,1520489.5119359875 1001822.2888069336)"
101858 184,101858,184,1,"LINESTRING(1520516.5642091047 1002067.6822795818,1520842.0852091047 1002675.3472795818)"
101858 101857,101858,101857,2,"LINESTRING(1520513.171407701 1002062.3417613384,1521313.253407701 1002027.1507613384)"
101858 101860,101858,101860,2,"LINESTRING(1520513.7387572876 1002076.3301787791,1519722.6257572875 1002105.7071787792)"
101859 101853,101859,101853,1,"LINESTRING(1519709.5000320373 1001841.9850247083,1519710.6310320373 1001577.6520247083)"
101859 101860,101859,101860,1,"LINESTRING(1519719.9953457394 1001841.7447785527,1519729.3613457393 1002098.4567785527)"
101860 101858,101860,101858,2,"LINESTRING(1519722.1711820343 1002093.4656159157,1520513.2841820344 1002064.0886159156)"
101860 101859,101860,101859,1,"LINESTRING(1519718.8683271303 1002098.8396107238,1519709.5023271304 1001842.1276107237)"
101860 101911,101860,101911,2,"LINESTRING(1519722.4107204047 1002103.9618095285,1519283.4827204049 1002107.7008095285)"
101861 101778,101861,101778,2,"LINESTRING(1518994.798372832 1002110.0667362201,1518726.6613728318 1002107.3787362201)"
101861 101868,101861,101868,1,"LINESTRING(1519000.0999910303 1002104.9199230991,1518990.6379910302 1002587.4739230991)"
101861 101911,101861,101911,2,"LINESTRING(1518994.807958967 1002099.5671764344,1519283.394958967 1002097.2011764344)"
101868 101764,101868,101764,1,"LINESTRING(1518990.6385999438 1002587.4358107215,1518985.907599944 1002970.6418107215)"
101868 101861,101868,101861,1,"LINESTRING(1518980.1400089697 1002587.268076901,1518989.6020089698 1002104.714076901)"
101868 101869,101868,101869,1,"LINESTRING(1518985.389 1002583.871,1519158.068 1002583.871)"
101869 134,101869,134,1,"LINESTRING(1519158.7482198894 1002583.9377361153,1519318.6462198894 1002615.6177361152)"
101869 101868,101869,101868,2,"LINESTRING(1519158.068 1002594.371,1518985.389 1002594.371)"
101870 100165,101870,100165,1,"LINESTRING(1521321.6947354667 1002548.8503721271,1521206.7817354668 1002552.3563721272)"
101870 100292,101870,100292,1,"LINESTRING(1521318.091163604 1002545.5007790982,1521308.503163604 1002320.1487790983)"
101870 100294,101870,100294,1,"LINESTRING(1521325.086350266 1002545.244550394,1521332.863350266 1002798.448550394)"
101870 100295,101870,100295,2,"LINESTRING(1521321.4291829446 1002540.1044027266,1521718.4921829447 1002528.0874027266)"
101871 100287,101871,100287,1,"LINESTRING(1521333.1476823383 1003012.5427702602,1520485.3496823383 1003053.8807702602)"
101871 100294,101871,100294,1,"LINESTRING(1521329.3924994962 1003007.3581288727,1521325.8654994962 1002798.6151288727)"
101871 100296,101871,100296,1,"LINESTRING(1521332.8896630737 1003003.7990007802,1521723.7876630737 1003003.5380007802)"
101871 101880,101871,101880,1,"LINESTRING(1521338.1405985416 1003007.1777014046,1521349.6635985416 1003505.7787014046)"
101872 100287,101872,100287,1,"LINESTRING(1519736.8673435342 1003029.1951369022,1520061.1456035292 1003059.7404757827,1520484.8915876145 1003043.3909034296)"
101872 101764,101872,101764,1,"LINESTRING(1519735.933040313 1003039.6533642232,1518980.216040313 1002975.8083642232)"
101872 101878,101872,101878,1,"LINESTRING(1519739.8747791373 1003034.3826809142,1519745.4547791374 1003531.0566809142)"
101878 100285,101878,100285,2,"LINESTRING(1519742.0975273205 1003536.3440649732,1518981.8815273205 1003556.9900649731)"
101878 101872,101878,101872,1,"LINESTRING(1519738.4552208628 1003531.1353190858,1519732.8752208627 1003034.4613190858)"
101878 101882,101878,101882,1,"LINESTRING(1519745.4547696428 1003531.0558446996,1519750.3117696426 1003954.3718446996)"
101879 101878,101879,101878,2,"LINESTRING(1520489.884367475 1003525.0384000422,1519742.0343674752 1003536.3454000422)"
101879 101913,101879,101913,1,"LINESTRING(1520493.304557129 1003519.7333232516,1520494.841557129 1003616.3413232516)"
101880 101871,101880,101871,1,"LINESTRING(1521339.1664014584 1003506.0212985955,1521327.6434014584 1003007.4202985954)"
101880 101879,101880,101879,2,"LINESTRING(1521344.5003109868 1003511.1493068148,1520489.8903109867 1003525.0383068147)"
101880 101881,101880,101881,1,"LINESTRING(1521347.9149832644 1003505.8891764677,1521349.0999832645 1003889.0801764677)"
101881 100163,101881,100163,1,"LINESTRING(1521343.5255437384 1003886.2720230191,1521446.9255437383 1003810.1810230191)"
101881 101880,101881,101880,1,"LINESTRING(1521342.1000167357 1003889.1018235324,1521340.9150167357 1003505.9108235324)"
101882 133,101882,133,1,"LINESTRING(1519746.8044571443 1003950.9120081278,1520401.9924571444 1003949.5000081278)"
101882 101878,101882,101878,1,"LINESTRING(1519743.3122303572 1003954.4521553004,1519738.4552303574 1003531.1361553004)"
101911 134,101911,134,1,"LINESTRING(1519286.9302085193 1002102.21759122,1519321.4582085193 1002618.81759122)"
101911 177,101911,177,1,"LINESTRING(1519281.123905046 1002105.0768264495,1519011.6859050458 1001867.6258264495)"
101911 101860,101911,101860,2,"LINESTRING(1519283.3932795953 1002097.2011904715,1519722.3212795951 1002093.4621904716)"
101911 101861,101911,101861,2,"LINESTRING(1519283.481041033 1002107.7008235656,1518994.894041033 1002110.0668235656)"
101913 133,101913,133,1,"LINESTRING(1520494.7248678769 1003617.2948891509,1520405.382867877 1003953.8978891509)"
101960 132,101960,132,1,"LINESTRING(1522441.0211377398 1003272.2562360826,1522266.6821377398 1003288.3202360827)"
101960 182,101960,182,1,"LINESTRING(1522440.7185167447 1003265.2710489817,1522673.0185167447 1003266.5000489817)"
101960 101986,101960,101986,1,"LINESTRING(1522444.1993185112 1003268.7019351294,1522448.5523185113 1003489.2559351294)"
101960 101999,101960,101999,1,"LINESTRING(1522437.2003123714 1003268.8177600431,1522433.4483123715 1002988.0047600431)"
101986 100282,101986,100282,2,"LINESTRING(1522445.1249706065 1003494.5745066655,1522175.7268810621 1003498.26794781,1522162.9046644105 1003491.4622758293)"
101986 101960,101986,101960,1,"LINESTRING(1522441.5536814888 1003489.3940648705,1522437.2006814887 1003268.8400648705)"
101986 102006,101986,102006,1,"LINESTRING(1522448.5528735407 1003489.295247681,1522449.7538735406 1003630.573247681)"
101987 101986,101987,101986,2,"LINESTRING(1522704.2442478582 1003492.143769009,1522445.1022478582 1003494.574769009)"
101987 102007,101987,102007,1,"LINESTRING(1522707.6942235075 1003486.8202786003,1522713.6082235074 1003767.5312786003)"
101988 100284,101988,100284,2,"LINESTRING(1522879.8992282997 1003483.0019709785,1522860.7672282998 1003247.4249709784)"
101988 101987,101988,101987,2,"LINESTRING(1522885.2572248122 1003487.8255063349,1522704.3202248123 1003492.1425063348)"
101988 102009,101988,102009,1,"LINESTRING(1522888.631865162 1003482.6077221138,1522886.1298651618 1003767.6357221138)"
101999 100253,101999,100253,1,"LINESTRING(1522437.0416114212 1002993.2071653529,1522159.643611421 1002998.1541653529)"
101999 100283,101999,100283,1,"LINESTRING(1522436.976879343 1002984.4581191472,1522640.696879343 1002986.1391191472)"
101999 100290,101999,100290,1,"LINESTRING(1522433.4494714618 1002988.0594793883,1522427.4464714618 1002781.1044793883)"
101999 101960,101999,101960,1,"LINESTRING(1522440.4476876287 1002987.9112399569,1522444.1996876285 1003268.7242399568)"
102000 134,102000,134,1,"LINESTRING(1520485.2532587016 1002974.8008807838,1519316.9552587017 1002622.4018807838)"
102000 184,102000,184,1,"LINESTRING(1520484.0210926887 1002968.7631120618,1520836.7570926887 1002674.3131120618)"
102000 100287,102000,100287,1,"LINESTRING(1520489.7635979808 1002971.5030468814,1520488.593597981 1003048.6900468814)"
102001 100285,102001,100285,1,"LINESTRING(1518975.5885179136 1003705.7637909749,1518978.2395179137 1003551.6817909748)"
102006 181,102006,181,1,"LINESTRING(1522446.9618109576 1003634.0306819642,1521839.7078109577 1003759.4276819642)"
102006 101986,102006,101986,1,"LINESTRING(1522442.7541264594 1003630.632752319,1522441.5531264595 1003489.3547523189)"
102007 101987,102007,101987,1,"LINESTRING(1522706.6097764925 1003767.6787213996,1522700.6957764926 1003486.9677213996)"
102007 102009,102007,102009,1,"LINESTRING(1522710.109 1003764.105,1522882.63 1003764.105)"
102009 101988,102009,101988,1,"LINESTRING(1522879.130134838 1003767.5742778862,1522881.632134838 1003482.5462778863)"
102009 102007,102009,102007,1,"LINESTRING(1522882.63 1003771.105,1522710.109 1003771.105)"
102013 181,102013,181,1,"LINESTRING(1522166.6235654466 1003633.6102714442,1521840.2575654467 1003759.2662714442)"
102013 100282,102013,100282,1,"LINESTRING(1522161.866 1003630.344,1522161.866 1003486.825)"
